timestamp,datetime,service/carts/qps(2xx),service/carts/latency,service/catalogue/qps(2xx),service/catalogue/latency,service/front-end/qps(2xx),service/front-end/latency,service/orders/qps(2xx),service/orders/latency,service/payment/qps(2xx),service/payment/latency,service/shipping/qps(2xx),service/shipping/latency,service/user/qps(2xx),service/user/latency,service/front-end/qps(4xx/5xx),service/catalogue/qps(4xx/5xx),container/carts/CPU Usage,container/carts/MEM Usage,container/carts/Network Input Bytes,container/carts/Network Output Bytes,container/carts/Network Input Packets,container/carts/Network Output Packets,container/carts-db/CPU Usage,container/carts-db/MEM Usage,container/carts-db/Network Input Bytes,container/carts-db/Network Output Bytes,container/carts-db/Network Input Packets,container/carts-db/Network Output Packets,container/catalogue/CPU Usage,container/catalogue/MEM Usage,container/catalogue/Network Input Bytes,container/catalogue/Network Output Bytes,container/catalogue/Network Input Packets,container/catalogue/Network Output Packets,container/catalogue-db/CPU Usage,container/catalogue-db/MEM Usage,container/catalogue-db/Network Input Bytes,container/catalogue-db/Network Output Bytes,container/catalogue-db/Network Input Packets,container/catalogue-db/Network Output Packets,container/front-end/CPU Usage,container/front-end/MEM Usage,container/front-end/Network Input Bytes,container/front-end/Network Output Bytes,container/front-end/Network Input Packets,container/front-end/Network Output Packets,container/orders/CPU Usage,container/orders/MEM Usage,container/orders/Network Input Bytes,container/orders/Network Output Bytes,container/orders/Network Input Packets,container/orders/Network Output Packets,container/orders-db/CPU Usage,container/orders-db/MEM Usage,container/orders-db/Network Input Bytes,container/orders-db/Network Output Bytes,container/orders-db/Network Input Packets,container/orders-db/Network Output Packets,container/payment/CPU Usage,container/payment/MEM Usage,container/payment/Network Input Bytes,container/payment/Network Output Bytes,container/payment/Network Input Packets,container/payment/Network Output Packets,container/shipping/CPU Usage,container/shipping/MEM Usage,container/shipping/Network Input Bytes,container/shipping/Network Output Bytes,container/shipping/Network Input Packets,container/shipping/Network Output Packets,container/user/CPU Usage,container/user/MEM Usage,container/user/Network Input Bytes,container/user/Network Output Bytes,container/user/Network Input Packets,container/user/Network Output Packets,container/user-db/CPU Usage,container/user-db/MEM Usage,container/user-db/Network Input Bytes,container/user-db/Network Output Bytes,container/user-db/Network Input Packets,container/user-db/Network Output Packets,container/rabbitmq/CPU Usage,container/rabbitmq/MEM Usage,container/rabbitmq/Network Input Bytes,container/rabbitmq/Network Output Bytes,container/rabbitmq/Network Input Packets,container/rabbitmq/Network Output Packets,container/queue-master/CPU Usage,container/queue-master/MEM Usage,container/queue-master/Network Input Bytes,container/queue-master/Network Output Bytes,container/queue-master/Network Input Packets,container/queue-master/Network Output Packets,node/192.168.199.133:9100/idle CPU,node/192.168.199.133:9100/System Load,node/192.168.199.133:9100/Memory Usage,node/192.168.199.133:9100/Disk Write,node/192.168.199.133:9100/Disk Read,node/192.168.199.133:9100/Network Received,node/192.168.199.133:9100/Network Transmitted,node/192.168.199.188:9100/idle CPU,node/192.168.199.188:9100/System Load,node/192.168.199.188:9100/Memory Usage,node/192.168.199.188:9100/Disk Write,node/192.168.199.188:9100/Disk Read,node/192.168.199.188:9100/Network Received,node/192.168.199.188:9100/Network Transmitted,node/192.168.199.191:9100/idle CPU,node/192.168.199.191:9100/System Load,node/192.168.199.191:9100/Memory Usage,node/192.168.199.191:9100/Disk Write,node/192.168.199.191:9100/Disk Read,node/192.168.199.191:9100/Network Received,node/192.168.199.191:9100/Network Transmitted,node/192.168.199.205:9100/idle CPU,node/192.168.199.205:9100/System Load,node/192.168.199.205:9100/Memory Usage,node/192.168.199.205:9100/Disk Write,node/192.168.199.205:9100/Disk Read,node/192.168.199.205:9100/Network Received,node/192.168.199.205:9100/Network Transmitted,node/192.168.199.206:9100/idle CPU,node/192.168.199.206:9100/System Load,node/192.168.199.206:9100/Memory Usage,node/192.168.199.206:9100/Disk Write,node/192.168.199.206:9100/Disk Read,node/192.168.199.206:9100/Network Received,node/192.168.199.206:9100/Network Transmitted
1557498030,2019-05-10 22:20:30,94.51585642485433,0.050150438713171853,31.631631631631635,0.019074823689819352,157.53987594456595,0.8399750619315929,31.900140544285332,0.8318279482774644,31.97564606803991,0.00048641204299583907,31.76120199146515,0.0035463212967112297,256.3075690828995,0.4404665179567999,0.17802892168481066,0,0.4246149311461201,370003968,221815.90493372944,196037.94984187567,1131.2244532314448,1153.1868617214095,0.4008577340719415,219987968,129249.40312748698,153977.99592501696,642.5264894729605,596.1850158957672,0.017350781348827688,10203136,66907.46288557131,49325.51947700218,328.94862938071094,310.16120766163476,0.033505480570833336,265256960,19014.520833333332,43843.6625,116.3,124.825,0.17284265086627826,100257792,1117988.835885116,307212.1003335172,2868.084785014176,2907.7139074102633,0.1244954813868832,340264277.3333333,124392.66919721168,186946.94605439145,760.9134961937659,877.0671788867546,0.01834133638609844,110170112,25902.454573105948,4123.0703205403315,64.14973270944705,32.9373627609885,0.005459855542268576,5401258.666666667,26855.46726888638,10533.45611059954,104.32873196361682,68.80804663313903,0.06471799890417122,320827392,25465.381394244192,26372.490114624525,189.23671151370203,154.61602243323986,0.19078149186388882,19836928,1289490.6708333334,1265627.2291666667,2750.804166666667,2968.5916666666667,0.2255041926971137,110661632,443612.60161415994,1197231.7740342747,1908.1753826025727,1316.719513668693,0.012176006537472786,48361472,12460.648080632998,13393.894192107535,67.69971791784201,74.14969104295399,0.05371965898892089,270970880,11458.510589539212,2823.0507372885945,46.191474202190825,32.24986562555989,83.31638860647945,36.31,6556385280,2251335.65559426,56116.13526892115,5100876.508333332,5305339.408333333,99.14583333341095,18.1,7776665600,1493674.6666666667,4360055.466666667,5665787.682448678,5840629.948458118,66.34166666665502,2.84,5705236480,232448,0,326777.23333333334,459408.6,33.60416666667638,1.75,5636669440,523195.7333333333,2135040,615424.1916666665,696408,56.966666666363984,3.44,7524573184,841181.8666666667,144861.86666666667,1390482.266666667,1527920.6333333335
1557498040,2019-05-10 22:20:40,98.66477083379618,0.049703042405761,33.309455587392556,0.016667151095233725,162.59244676088883,0.6750500137050306,32.58863425832382,0.7263171549566236,31.97189674722636,0.000457147800832782,31.855770940778942,0.003192386883461326,256.3075690828995,0.4404665179567999,0.15546925657288996,0,0.4246149311461201,370003968,221815.90493372944,196037.94984187567,1131.2244532314448,1153.1868617214095,0.4008577340719415,219987968,129249.40312748698,153977.99592501696,642.5264894729605,596.1850158957672,0.017350781348827688,10203136,66907.46288557131,49325.51947700218,328.94862938071094,310.16120766163476,0.033505480570833336,265256960,19014.520833333332,43843.6625,116.3,124.825,0.17155147487394265,100052992,1111772.2358806676,304406.1456677219,2841.2437370449597,2881.3895293368896,0.12327286883786331,340198741.3333333,124373.01664873913,186808.52483834737,763.0282486069971,877.7864268728782,0.016284030445960142,110006272,25813.307555448147,4111.221296755403,63.70443210180042,32.891803715848816,0.0052760444279628905,5352106.666666667,24914.595477481154,9771.3198804995,96.81290338709745,63.883599514997975,0.06471799890417122,320827392,25465.381394244192,26372.490114624525,189.23671151370203,154.61602243323986,0.19078149186388882,19836928,1289490.6708333334,1265627.2291666667,2750.804166666667,2968.5916666666667,0.2255041926971137,110659584,443612.60161415994,1197231.7740342747,1908.1753826025727,1316.719513668693,0.012176006537472786,48361472,12460.648080632998,13393.894192107535,67.69971791784201,74.14969104295399,0.05371965898892089,270970880,11458.510589539212,2823.0507372885945,46.191474202190825,32.24986562555989,83.31638860647945,36.31,6556385280,2251335.65559426,56116.13526892115,5100876.508333332,5305339.408333333,99.14583333341095,18.1,7776665600,1493674.6666666667,4360055.466666667,5665787.682448678,5840629.948458118,66.34166666665502,2.84,5705236480,232448,0,326777.23333333334,459408.6,33.60416666667638,1.75,5636669440,523195.73333333334,2135040,615424.1916666665,696408,56.966666666363984,3.44,7524573184,841181.8666666667,144861.86666666667,1390482.266666667,1527920.6333333335
1557498050,2019-05-10 22:20:50,96.9958417646928,0.0465974533773498,33.309455587392556,0.016667151095233725,163.43550341563088,0.4960512227329797,32.665470386046636,0.5418766511637666,31.97189674722636,0.000457147800832782,31.855770940778942,0.003192386883461326,260.5237504431053,0.29389742590785667,0.1555377803891666,0,0.4246149311461201,370003968,221815.90493372944,196037.94984187567,1131.2244532314448,1153.1868617214095,0.4008577340719415,219987968,129249.40312748698,153977.99592501696,642.5264894729605,596.1850158957672,0.017350781348827688,10203136,66907.46288557131,49325.51947700218,328.94862938071094,310.16120766163476,0.033505480570833336,265256960,19014.520833333332,43843.6625,116.3,124.825,0.17155147487394265,100052992,1111772.2358806676,304406.1456677219,2841.2437370449597,2881.3895293368896,0.12327286883786331,340198741.3333333,124373.01664873913,186808.52483834737,763.0282486069971,877.7864268728782,0.016284030445960142,110006272,25813.307555448147,4111.221296755403,63.70443210180042,32.891803715848816,0.0052760444279628905,5352106.666666667,24914.595477481154,9771.3198804995,96.81290338709745,63.883599514997975,0.06471799890417122,320827392,25465.381394244192,26372.490114624525,189.23671151370203,154.61602243323986,0.19078149186388882,19836928,1289490.6708333334,1265627.2291666667,2750.804166666667,2968.5916666666667,0.2255041926971137,110659584,443612.60161415994,1197231.7740342747,1908.1753826025727,1316.719513668693,0.012176006537472786,48361472,12460.648080632998,13393.894192107535,67.69971791784201,74.14969104295399,0.05371965898892089,270970880,11458.510589539212,2823.0507372885945,46.191474202190825,32.24986562555989,84.15833333332557,26.58,6539149312,1988198.4,21981.866666666665,5162497.779166664,5365508.358333333,99.14583333341095,18.1,7776665600,1493674.6666666667,4360055.466666667,5665787.682448678,5840629.948458118,66.34166666665502,2.84,5705236480,232448,0,326777.23333333334,459408.6,33.60416666667638,1.75,5636669440,523195.73333333334,2135040,615424.1916666665,696408,56.966666666363984,3.44,7524573184,841181.8666666667,144861.86666666667,1390482.266666667,1527920.6333333335
1557498060,2019-05-10 22:21:00,96.9958417646928,0.0465974533773498,32.210606094380424,0.015298808850823497,164.2948807063396,0.4961817825352801,32.95360851185687,0.509054893663717,33.1116991705397,0.0005155334296247116,32.86666666666667,0.003031018356997843,263.62929214357143,0.2936839278719819,0.15551909954720688,0,0.4246149311461201,370003968,221815.90493372944,196037.94984187567,1131.2244532314448,1153.1868617214095,0.4008577340719415,219987968,129249.40312748698,153977.99592501696,642.5264894729605,596.1850158957672,0.017350781348827688,10203136,66907.46288557131,49325.51947700218,328.94862938071094,310.16120766163476,0.033505480570833336,265256960,19014.520833333332,43843.6625,116.3,124.825,0.17155147487394265,100052992,1111772.2358806676,304406.1456677219,2841.2437370449597,2881.3895293368896,0.12327286883786331,340198741.3333333,124373.01664873913,186808.52483834737,763.0282486069971,877.7864268728782,0.016284030445960142,110006272,25813.307555448147,4111.221296755403,63.70443210180042,32.891803715848816,0.0052760444279628905,5352106.666666667,24914.595477481154,9771.3198804995,96.81290338709745,63.883599514997975,0.06471799890417122,320827392,25465.381394244192,26372.490114624525,189.23671151370203,154.61602243323986,0.19078149186388882,19836928,1289490.6708333334,1265627.2291666667,2750.804166666667,2968.5916666666667,0.2255041926971137,110659584,443612.60161415994,1197231.7740342747,1908.1753826025727,1316.719513668693,0.012176006537472786,48361472,12460.648080632998,13393.894192107535,67.69971791784201,74.14969104295399,0.05371965898892089,270970880,11458.510589539212,2823.0507372885945,46.191474202190825,32.24986562555989,84.15833333332557,26.58,6539149312,1988198.4,21981.866666666665,5162497.779166664,5365508.358333333,99.14583333341095,18.1,7776665600,1493674.6666666667,4360055.466666667,5665787.682448678,5840629.948458118,66.34166666665502,2.84,5705236480,232448,0,326777.23333333334,459408.6,33.60416666667638,1.75,5636669440,523195.73333333334,2135040,615424.1916666665,696408,59.43333333338766,4.16,7537651712,923374.9333333333,154146.13333333333,1389101.6458333333,1526309.4374999995
1557498070,2019-05-10 22:21:10,96.84509668968273,0.04639179750206445,30.938624223263925,0.01897776678551133,160.2872335822114,0.5233252610351229,32.17151844618508,0.5315254358594717,28.49919048991994,0.0004878235357143135,29.120390937361172,0.003152526837528284,263.62929214357143,0.2936839278719819,0.15494719350618158,0,0.43676854009583316,369967104,201979.64166666666,178524.025,1026.575,1051.9291666666666,0.40112888872916697,221655040,133340.4375,158470.3125,662.8875,609.8166666666667,0.01763476252291669,10178560,61873.55416666667,45599.6375,304.50416666666666,286.8041666666667,0.032064352972549545,263983104,19294.829913831898,44474.982916381945,118.28113801896698,127.12295204920083,0.16937425108340476,98880170.66666667,1142285.95539579,305974.47718414036,2856.5703817167355,2897.533308234227,0.12157357871101945,340196010.6666667,123848.80285148758,185714.89743693377,764.109463945683,877.5387921581618,0.016284030445960142,110006272,25813.307555448147,4111.221296755403,63.70443210180042,32.891803715848816,0.0052760444279628905,5352106.666666667,24914.595477481154,9771.3198804995,96.81290338709745,63.883599514997975,0.06150866905416663,320827392,25258.3875,26176.691666666666,187.33333333333334,153.2,0.18504696645499652,19789141.333333336,1359960.9618493642,1331502.9500491675,2862.6227103785063,3122.031200520009,0.2117226972208332,114022400,433917.56666666665,1175802.95,1884.4458333333334,1274.85,0.012454283287499972,48361472,12354.408333333333,13274.566666666668,67.125,73.51666666666667,0.052920960458333256,267350016,11729.45,2886.125,47.43333333333333,32.979166666666664,84.15833333332557,26.58,6539149312,1988198.4,21981.866666666665,5162497.779166664,5365508.358333333,99.14583333341095,18.1,7776665600,1493674.6666666667,4360055.466666667,5665787.682448678,5840629.948458118,66.34166666665502,2.84,5705236480,232448,0,326777.23333333334,459408.6,25.83333333338183,1.79,5637517312,434858.6666666666,393898.6666666666,624525.9333333332,705536.9958333333,59.43333333338766,4.16,7537651712,923374.9333333333,154146.13333333333,1389101.6458333333,1526309.4374999995
1557498080,2019-05-10 22:21:20,86.30694324017874,0.04641939248995666,30.938624223263925,0.01897776678551133,146.43514532290965,0.862114153178481,29.124421585136595,0.6885823977056091,28.49919048991994,0.0004878235357143135,29.12039093736117,0.0031525268375282834,239.62150996201774,0.5938674284482541,0.1551840936555388,0,0.43676854009583316,369967104,201979.64166666666,178524.025,1026.575,1051.9291666666666,0.40112888872916697,221655040,133340.4375,158470.3125,662.8875,609.8166666666667,0.01763476252291669,10178560,61873.55416666667,45599.6375,304.50416666666666,286.8041666666667,0.032064352972549545,263983104,19294.829913831898,44474.982916381945,118.28113801896698,127.12295204920083,0.16937425108340476,98880170.66666667,1142285.95539579,305974.47718414036,2856.5703817167355,2897.533308234227,0.12157357871101945,340196010.6666667,123848.80285148758,185714.89743693377,764.109463945683,877.5387921581618,0.016284030445960142,110006272,25813.307555448147,4111.221296755403,63.70443210180042,32.891803715848816,0.0052760444279628905,5352106.666666667,24914.595477481154,9771.3198804995,96.81290338709745,63.883599514997975,0.06150866905416663,320827392,25258.3875,26176.691666666666,187.33333333333334,153.2,0.18504696645499652,19789141.333333336,1359960.9618493642,1331502.9500491675,2862.6227103785063,3122.031200520009,0.2117226972208332,114022400,433917.56666666665,1175802.95,1884.4458333333334,1274.85,0.012454283287499972,48361472,12354.408333333333,13274.566666666668,67.125,73.51666666666667,0.052920960458333256,267350016,11729.45,2886.125,47.43333333333333,32.979166666666664,84.15833333332557,26.58,6539149312,1988198.4,21981.866666666665,5162497.779166664,5365508.358333333,99.14583333341095,18.1,7776665600,1493674.6666666667,4360055.466666667,5665787.682448678,5840629.948458118,66.34166666665502,2.84,5705236480,232448,0,326777.23333333334,459408.6,25.83333333338183,1.79,5637517312,434858.6666666666,393898.6666666666,624525.9333333332,705536.9958333333,59.43333333338766,4.16,7537651712,923374.9333333333,154146.13333333333,1389101.6458333333,1526309.4374999995
1557498090,2019-05-10 22:21:30,86.30694324017874,0.04641939248995666,26.57031684269038,0.020158045228715605,143.4932978385043,1.2198018171811427,29.27335885079347,1.2299092726691596,29.45815653255726,0.0004969355109104708,29.413070502575028,0.0038767885018865375,236.05715561509265,0.8344714746326668,0.11115561380584106,0,0.43676854009583316,369967104,201979.64166666666,178524.025,1026.575,1051.9291666666666,0.40112888872916697,221655040,133340.4375,158470.3125,662.8875,609.8166666666667,0.01763476252291669,10178560,61873.55416666667,45599.6375,304.50416666666666,286.8041666666667,0.032064352972549545,263983104,19294.829913831898,44474.982916381945,118.28113801896698,127.12295204920083,0.16937425108340476,98880170.66666667,1142285.95539579,305974.47718414036,2856.5703817167355,2897.533308234227,0.12157357871101945,340196010.6666667,123848.80285148758,185714.89743693377,764.109463945683,877.5387921581618,0.016284030445960142,110006272,25813.307555448147,4111.221296755403,63.70443210180042,32.891803715848816,0.0052760444279628905,5352106.666666667,24914.595477481154,9771.3198804995,96.81290338709745,63.883599514997975,0.06150866905416663,320827392,25258.3875,26176.691666666666,187.33333333333334,153.2,0.18504696645499652,19789141.333333336,1359960.9618493642,1331502.9500491675,2862.6227103785063,3122.031200520009,0.2117226972208332,114022400,433917.56666666665,1175802.95,1884.4458333333334,1274.85,0.012454283287499972,48361472,12354.408333333333,13274.566666666668,67.125,73.51666666666667,0.052920960458333256,267350016,11729.45,2886.125,47.43333333333333,32.979166666666664,84.15833333332557,26.58,6539149312,1988198.4,21981.866666666665,5162497.779166664,5365508.358333333,99.25416666655413,19.36,7779414016,1219106.1333333333,4705553.066666666,5794136.262500001,5984787.362499999,65.95000000001164,2.94,5707374592,245760,0,324616.2083333333,456392.5,25.83333333338183,1.79,5637517312,434858.6666666666,393898.6666666666,624525.9333333332,705536.9958333333,59.43333333338766,4.16,7537651712,923374.9333333333,154146.13333333333,1389101.6458333333,1526309.4374999995
1557498100,2019-05-10 22:21:40,86.45212907814027,0.046902255518512286,27.62689225289403,0.020475516532156526,144.8386611027142,1.3334974836802977,29.918752771404513,1.2446325150946826,30.412840977301528,0.0005287874587892048,30.070676090145355,0.003692681514412346,236.05715561509265,0.8344714746326668,0.13344212723474894,0,0.43676854009583316,369967104,201979.64166666666,178524.025,1026.575,1051.9291666666666,0.40112888872916697,221655040,133340.4375,158470.3125,662.8875,609.8166666666667,0.01763476252291669,10178560,61873.55416666667,45599.6375,304.50416666666666,286.8041666666667,0.032064352972549545,263983104,19294.829913831898,44474.982916381945,118.28113801896698,127.12295204920083,0.16911779196848087,99005781.33333334,1146042.255849264,305673.74577944353,2854.07637828686,2895.355968780035,0.12010738397222222,340422656,121228.95,181727.6458333333,749.0333333333333,859.55,0.01633985676666671,112971776,25509.945833333335,4068.429166666667,62.9625,32.52916666666667,0.005179445665277773,5360298.666666667,25102.525,9848.179166666667,97.57083333333334,64.35,0.06150866905416663,320827392,25258.3875,26176.691666666666,187.33333333333334,153.2,0.18504696645499652,19789141.333333336,1359960.9618493642,1331502.9500491675,2862.6227103785063,3122.031200520009,0.2117226972208332,114022400,433917.56666666665,1175802.95,1884.4458333333334,1274.85,0.012454283287499972,48361472,12354.408333333333,13274.566666666668,67.125,73.51666666666667,0.052920960458333256,267350016,11729.45,2886.125,47.43333333333333,32.979166666666664,84.15833333332557,26.58,6539149312,1988198.4,21981.866666666665,5162497.779166664,5365508.358333333,99.25416666655413,19.36,7779414016,1219106.1333333333,4705553.066666666,5794136.262500001,5984787.362499999,65.95000000001164,2.94,5707374592,245760,0,324616.2083333333,456392.5,25.83333333338183,1.79,5637517312,434858.6666666666,393898.6666666666,624525.9333333332,705536.9958333333,59.43333333338766,4.16,7537651712,923374.9333333333,154146.13333333333,1389101.6458333333,1526309.4374999995
1557498110,2019-05-10 22:21:50,88.2850026685643,0.05536334048589879,27.626892252894038,0.020475516532156523,146.34367619734698,1.2696648872678746,30.190543496387846,1.1977075381908626,30.412840977301528,0.0005287874587892048,30.070676090145355,0.003692681514412346,237.50250061126053,0.7609704633706212,0.17806888254461775,0,0.43676854009583316,369967104,201979.64166666666,178524.025,1026.575,1051.9291666666666,0.40112888872916697,221655040,133340.4375,158470.3125,662.8875,609.8166666666667,0.01763476252291669,10178560,61873.55416666667,45599.6375,304.50416666666666,286.8041666666667,0.032064352972549545,263983104,19294.829913831898,44474.982916381945,118.28113801896698,127.12295204920083,0.16911779196848087,99005781.33333334,1146042.255849264,305673.74577944353,2854.07637828686,2895.355968780035,0.12010738397222222,340422656,121228.95,181727.6458333333,749.0333333333333,859.55,0.01633985676666671,112971776,25509.945833333335,4068.429166666667,62.9625,32.52916666666667,0.005179445665277773,5360298.666666667,25102.525,9848.179166666667,97.57083333333334,64.35,0.06150866905416663,320827392,25258.3875,26176.691666666666,187.33333333333334,153.2,0.18504696645499652,19789141.333333336,1359960.9618493642,1331502.9500491675,2862.6227103785063,3122.031200520009,0.2117226972208332,114022400,433917.56666666665,1175802.95,1884.4458333333334,1274.85,0.012454283287499972,48361472,12354.408333333333,13274.566666666668,67.125,73.51666666666667,0.052920960458333256,267350016,11729.45,2886.125,47.43333333333333,32.979166666666664,82.17083333334206,49.74,6550130688,2100292.2666666666,36727.46666666667,5323232.400000002,5528910.862500001,99.25416666655413,19.36,7779414016,1219106.1333333333,4705553.066666666,5794136.262500001,5984787.362499999,65.95000000001164,2.94,5707374592,245760,0,324616.2083333333,456392.5,25.83333333338183,1.79,5637517312,434858.6666666666,393898.6666666666,624525.9333333332,705536.9958333333,59.43333333338766,4.16,7537651712,923374.9333333333,154146.13333333333,1389101.6458333333,1526309.4374999995
1557498120,2019-05-10 22:22:00,88.2850026685643,0.05536334048589879,28.78218762727972,0.01636095130431345,153.85557802609625,1.132240196875763,32.93788576494057,1.0256403098837774,33.59455006901465,0.0005028508194444498,32.61471650455321,0.0035479025292119407,254.53534904401954,0.5352189217917536,0.13401174018021472,0,0.43676854009583316,369967104,201979.64166666666,178524.025,1026.575,1051.9291666666666,0.40112888872916697,221655040,133340.4375,158470.3125,662.8875,609.8166666666667,0.01763476252291669,10178560,61873.55416666667,45599.6375,304.50416666666666,286.8041666666667,0.032064352972549545,263983104,19294.829913831898,44474.982916381945,118.28113801896698,127.12295204920083,0.16911779196848087,99005781.33333334,1146042.255849264,305673.74577944353,2854.07637828686,2895.355968780035,0.12010738397222222,340422656,121228.95,181727.6458333333,749.0333333333333,859.55,0.01633985676666671,112971776,25509.945833333335,4068.429166666667,62.9625,32.52916666666667,0.005179445665277773,5360298.666666667,25102.525,9848.179166666667,97.57083333333334,64.35,0.06150866905416663,320827392,25258.3875,26176.691666666666,187.33333333333334,153.2,0.18504696645499652,19789141.333333336,1359960.9618493642,1331502.9500491675,2862.6227103785063,3122.031200520009,0.2117226972208332,114022400,433917.56666666665,1175802.95,1884.4458333333334,1274.85,0.012454283287499972,48361472,12354.408333333333,13274.566666666668,67.125,73.51666666666667,0.052920960458333256,267350016,11729.45,2886.125,47.43333333333333,32.979166666666664,82.17083333334206,49.74,6550130688,2100292.2666666666,36727.46666666667,5323232.400000002,5528910.862500001,99.25416666655413,19.36,7779414016,1219106.1333333333,4705553.066666666,5794136.262500001,5984787.362499999,65.95000000001164,2.94,5707374592,245760,0,324616.2083333333,456392.5,25.83333333338183,1.79,5637517312,434858.6666666666,393898.6666666666,624525.9333333332,705536.9958333333,50.591666666829646,3.2,7536013312,986180.2666666666,130798.93333333333,1421755.3458333337,1558741.4541666664
1557498130,2019-05-10 22:22:10,96.73765795376312,0.05539637988819963,32.02435717936751,0.016662976110802873,160.02164196677725,0.8851320125007156,33.295066331617846,0.9168413915868722,31.684664266986623,0.0005454887137858634,31.792614331132306,0.003074523834265776,254.5353490440196,0.5352189217917536,0.13333337930459063,0,0.4433393073282115,369778688,201360.2148297528,178197.3592106798,1025.2037466042232,1050.7824869585504,0.4284632032674456,224583680,132116.10223162945,156661.28064532255,658.2098631689471,605.4232429459507,0.01872775451867469,10162176,61560.39066015565,45382.11029816169,303.2032799453342,285.8952350794153,0.03163682387083332,264421376,19231.1,44164.14166666667,118.4,126.65,0.17212292286824055,99564202.66666666,1177230.5183136947,308395.69233949296,2884.5242922364896,2926.8282279693585,0.12421740342299765,340807680,123786.22547131157,185500.74411447308,764.6040277800926,877.2402481486417,0.01633985676666671,112971776,25509.945833333335,4068.429166666667,62.9625,32.52916666666667,0.005179445665277773,5360298.666666667,25102.525,9848.179166666667,97.57083333333334,64.35,0.06445469752587454,320344064,26246.716721387973,27217.733871102144,194.26342894285094,159.34734421092978,0.19246489878611123,20381696,1400454.9916666667,1368901.3958333333,2917.204166666667,3129.3125,0.2204922649351676,121694208,459416.3013949767,1263132.6102898284,1966.7547207546536,1359.3856769053848,0.012664205471575455,48365568,12713.371443809268,13651.622472958783,69.06968217196378,75.53207446542557,0.05460817809286507,265408512,11850.606656555723,2922.0929651172473,47.89086848552523,33.39111014816419,82.17083333334206,49.74,6550130688,2100292.2666666666,36727.46666666667,5323232.400000002,5528910.862500001,99.25416666655413,19.36,7779414016,1219106.1333333333,4705553.066666666,5794136.262500001,5984787.362499999,65.95000000001164,2.94,5707374592,245760,0,324616.2083333333,456392.5,25.00958317357302,1.23,5633761280,735219.746337561,382491.7584706922,641501.4520772831,722536.0727663634,50.591666666829646,3.2,7536013312,986180.2666666666,130798.93333333333,1421755.3458333337,1558741.4541666664
1557498140,2019-05-10 22:22:20,93.64028265410428,0.0803064545277644,32.02435717936751,0.016662976110802873,155.76395359581156,0.7331705594656639,31.78980379641625,0.7413481674512777,31.684664266986623,0.0005454887137858634,31.792614331132306,0.003074523834265776,253.0109772898982,0.4529366161426951,0.17784893527784887,0,0.4433393073282116,369778688,201360.21482975283,178197.35921067983,1025.2037466042232,1050.7824869585506,0.4284632032674456,224583680,132116.10223162945,156661.28064532258,658.2098631689471,605.4232429459508,0.018727754518674693,10162176,61560.39066015567,45382.1102981617,303.20327994533426,285.89523507941533,0.03163682387083332,264421376,19231.1,44164.14166666667,118.4,126.65,0.17212292286824057,99564202.66666666,1177230.5183136952,308395.69233949296,2884.5242922364896,2926.8282279693585,0.12421740342299765,340807680,123786.22547131158,185500.7441144731,764.6040277800926,877.240248148642,0.01633985676666671,112971776,25509.945833333335,4068.429166666667,62.9625,32.52916666666667,0.005179445665277773,5360298.666666667,25102.525,9848.179166666667,97.57083333333334,64.35,0.06445469752587456,320344064,26246.716721387977,27217.73387110215,194.26342894285096,159.34734421092983,0.19246489878611123,20381696,1400454.9916666667,1368901.3958333333,2917.204166666667,3129.3125,0.22049226493516766,121694208,459416.3013949768,1263132.6102898286,1966.754720754654,1359.385676905385,0.012664205471575455,48365568,12713.37144380927,13651.622472958783,69.06968217196379,75.53207446542558,0.05460817809286508,265408512,11850.606656555725,2922.0929651172482,47.890868485525246,33.391110148164195,82.17083333334206,49.74,6550130688,2100292.2666666666,36727.46666666667,5323232.400000002,5528910.862500001,99.25416666655413,19.36,7779414016,1219106.1333333333,4705553.066666666,5794136.262500001,5984787.362499999,65.95000000001164,2.94,5707374592,245760,0,324616.2083333333,456392.5,25.00958317357302,1.23,5633761280,735219.746337561,382491.7584706922,641501.4520772831,722536.0727663634,50.591666666829646,3.2,7536013312,986180.2666666666,130798.93333333333,1421755.3458333337,1558741.4541666664
