timestamp,container/edge-router_1/CPU_usage,container/edge-router_1/MEM_usage,container/edge-router_1/Cached_MEM_usage,container/edge-router_1/NET_Input,container/edge-router_1/NET_Output,container/edge-router_1/FS_usage,container/edge-router_1/FS_reads,container/edge-router_1/FS_writes,container/front-end_1/CPU_usage,container/front-end_1/MEM_usage,container/front-end_1/Cached_MEM_usage,container/front-end_1/NET_Input,container/front-end_1/NET_Output,container/front-end_1/FS_usage,container/front-end_1/FS_reads,container/front-end_1/FS_writes,service/edge-router:80/request_duration_seconds_count,service/edge-router:80/request_duration_seconds_bucket
1545224050,0.009917118,13713408,270336,1881.890909,1911.890909,81920,0,0,0.009451188,75317248,106496,103,1790.090909,81920,0,0,0,0
1545224040,0.009873114,13713408,270336,1881.927273,1911.927273,81920,0,0,0.009230513,74723328,106496,103,1790.127273,81920,0,0,0,0
1545224030,0.009929352,13713408,270336,1881.872727,1911.872727,81920,0,0,0.009991557,75026432,106496,112.3636364,1952.763636,81920,0,0,0,0
1545224020,0.009841124,13713408,270336,1881.781818,1911.781818,81920,0,0,0.009479846,74543104,106496,103,1789.981818,81920,0,0,0,0
1545224010,0.006935314,13705216,270336,1881.690909,1911.690909,81920,0,0,0.008882179,74821632,106496,103,1789.890909,81920,0,0,0,0
1545224000,0.006996804,13697024,270336,1881.581818,1911.581818,81920,0,0,0.008547502,75231232,106496,103,1789.781818,81920,0,0,0,0
1545223990,0.007065793,13697024,270336,1881.545455,1911.545455,81920,0,0,0.008722061,74747904,106496,103,1789.745455,81920,0,0,0,0
1545223980,0.006969877,13697024,270336,1881.454545,1911.454545,81920,0,0,0.00892872,75010048,106496,103,1789.654545,81920,0,0,0,0
1545223970,0.00710746,13697024,270336,1881.490909,1911.490909,81920,0,0,0.008946713,74440704,106496,103,1789.690909,81920,0,0,0,0
1545223960,0.006984111,13697024,270336,1881.490909,1911.490909,81920,0,0,0.008715055,74924032,106496,103,1789.690909,81920,0,0,0,0
1545223950,0.010514122,13697024,270336,1881.545455,1911.545455,81920,0,0,0.009121337,74223616,106496,103,1789.745455,81920,0,0,0,0
1545223940,0.010596547,13697024,270336,1881.581818,1911.581818,81920,0,0,0.009811042,74747904,106496,112.3636364,1952.472727,81920,0,0,0,0
1545223930,0.01087518,13697024,270336,1881.6,1911.6,81920,0,0,0.008180449,74719232,106496,93.63636364,1627.090909,81920,0,0,0,0
1545223920,0.011113916,13697024,270336,1881.618182,1911.618182,81920,0,0,0.009879307,74539008,106496,112.3636364,1952.545455,81920,0,0,0,0
1545223910,0.011241124,13697024,270336,1881.654545,1911.654545,81920,0,0,0.00822233,74543104,106496,93.63636364,1627.145455,81920,0,0,0,0
1545223900,0.011398686,13697024,270336,1881.690909,1911.690909,81920,0,0,0.008311321,74907648,106496,93.63636364,1627.163636,81920,0,0,0,0
1545223890,0.007281793,13697024,270336,1881.672727,1911.672727,81920,0,0,0.009192307,74620928,106496,103,1789.872727,81920,0,0,0,0
1545223880,0.007153309,13697024,270336,1881.690909,1911.690909,81920,0,0,0.009160145,75096064,106496,103,1789.890909,81920,0,0,0,0
1545223870,0.006744509,13697024,270336,1881.654545,1911.654545,81920,0,0,0.008245783,74113024,106496,93.63636364,1627.127273,81920,0,0,0,0
1545223860,0.006455664,13697024,270336,1881.6,1911.6,81920,0,0,0.008158968,74502144,106496,93.63636364,1627.072727,81920,0,0,0,0
1545223850,0.006306944,13697024,270336,1881.563636,1911.563636,81920,0,0,0.009080247,74330112,106496,103,1789.763636,81920,0,0,0,0
1545223840,0.006208629,13713408,270336,1881.545455,1911.545455,81920,0,0,0.009210354,74694656,106496,103,1789.745455,81920,0,0,0,0
1545223830,0.00625631,13713408,270336,1881.563636,1911.563636,81920,0,0,0.008120745,74715136,106496,93.63636364,1627.072727,81920,0,0,0,0
1545223820,0.011044008,13713408,270336,1881.581818,1911.581818,81920,0,0,0.00918312,74518528,106496,103,1789.781818,81920,0,0,0,0
1545223810,0.011438745,13713408,270336,1881.563636,1911.563636,81920,0,0,0.009268583,74817536,106496,103,1789.763636,81920,0,0,0,0
1545223800,0.011513715,13713408,270336,1881.527273,1911.527273,81920,0,0,0.008314419,74895360,106496,93.63636364,1627.018182,81920,0,0,0,0
1545223790,0.011575111,13713408,270336,1881.527273,1911.527273,81920,0,0,0.009155349,74719232,106496,103,1789.727273,81920,0,0,0,0
1545223780,0.011557797,13713408,270336,1881.509091,1911.509091,81920,0,0,0.009223524,74125312,106496,103,1789.709091,81920,0,0,0,0
1545223770,0.006655701,13713408,270336,1881.490909,1911.490909,81920,0,0,0.009819246,74412032,106496,112.3636364,1952.363636,81920,0,0,0,0
1545223760,0.006345157,13713408,270336,1881.472727,1911.472727,81920,0,0,0.009466938,74780672,106496,112.3636364,1952.363636,81920,0,0,0,0
1545223750,0.006551352,13713408,270336,1881.545455,1911.545455,81920,0,0,0.009004547,74211328,106496,103,1789.745455,81920,0,0,0,0
